text,number_sentiment
Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,2
NO! Our TV`s busted  The screen turned white for about a nanosecond while it made a quick 'popping' sound.,2
 You know we dont believe half of what they say,2
Waiting for friends to call or email me bleh i feel unloved,2
" I do feel bad for him too. Especially na ngayon pa siya nagrerehab siya and all. Wrong timing. Still, maybe he had it coming",2
Mortified. could lose my job,2
Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.,2
"OMG-ness it`s 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I`m beat.",2
Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!,2
 lolol...i was trying to do that this morning but sadly i couldnt,2
" I guess it`ll work under fusion. Otherwise you`ll have to boot directly to Vista just to do some online banking, which sucks",2
even though everyone wanted to do a newish song and our teacher agreed :S old grumpy doesn`t like us happy  haha,2
 Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,2
"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!",2
awww poor little girl on britains got talent,2
im sick and sad its cold,2
My tongue still hurts.  I need to sleep!!!,2
My Tummy Hurt,2
" omg!!!! I feel bad,  .Was it good?              ;",2
" already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy",2
Celebrating the fact that Norwich City got relegated yesterday.  Seems like myself and the awfully nice Mr Fry are football rivals!,2
"Poor DS is in bed with 100.8 fever - he won`t be able to walk in Relay for Life tonight - feel so bad for him, he`s so sad",2
 thought u said twitter was **** bellion?,2
I feel really bad for female racoons with abusive racoon husbands... when you always have black eyes- no one can help,2
Oops that would be #edaust09,2
"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream",2
 - It is supposed to be an unrelated (story-wise) new part of the Fallout series they`re working on... Only the name is out,2
I totally forgot thats its friday till I read `s tweet. Ha. I feel dumb  *Take A Breath*,2
 i`m sorry your day wasn`t so good  does it make you feel better to know you`re beating oprah on ms twitterworld?,2
 Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,2
" yeah, it`s gonna be rubbish!",2
" hah yeah, its that bad, not gonna lie. :o Have fun",2
 in bucher`s class?! i cried too!,2
Done With Exams...Now Focusing on Summer School...DAYUUMM Life`s Hard,2
So I just failed my second year of med school. I don`t know what to do or say.,2
 Defeated by a Polo,2
 the no tweeting guilt trip didn`t stop you huh?  I felt so bad!,2
****... Why does it take so long to install SBS2008?!,2
industrial tommorow! oh yeah & I get to go see a bunch of old people go away forever & I will probably cry all over the place.,2
Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,2
But I have cause I missed a lot of classes,2
  My Power was cut off  thats where i went,2
 So sad that schools have to close.,2
I really ain`t woth a ****. I can`t do anythin right.   What`s wrong with me?,2
No free ice cream though,2
 ze Franz has not friended me  i think they think i`m a creepy stalker or sommat. Hmph.,2
 5 seasons that`s it? Sorry just noticed in ur previous update. My sis isn`t gonna be happy,2
 I feel almost empty inside today.  Not a good feeling.,2
 oh no I hate that,2
stayn @ home from school. sick. doc says I have bronchitis,2
 oh the noon? I don`t know if I can make that one...I only get 30 min for lunch,2
Thing always end up going bad,2
Back at work.....too much email in my inbox....,2
Havnt gotten any in months  my ex seems into dating but there isn`t that spark anymore  still in love with loser who left me,2
I WANT RED CRUISERS!!  i don`t like the other ones. LMFAO!,2
"In regard to knowledge, I am like the little robot in the movie 'Short Circuit.' I am always crying out: 'Imput! Imput!'",2
"My back hurts and I`m meant to be going out tonight, poor the Rik",2
" haha.. you were actually in violations of someone`s trademark?! okay..  Yeah, I went to bed at 4 and I had to be up at 6. :[",2
Beautiful day on Ocracoke just hope the thunderstorms stay away this afternoon...it`s not looking good,2
 lucky! been beggin for jury duty for years...they dont ever send me notices! just notices for other people to my address!,2
Bad Day. History Test Tommorrow. And I want to go out in the sun and play..,2
"Oh, ew. That`s too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",2
 i know.. i suck.. i`m a master procrastinator  ... you guys don`t have too much fun without me,2
"left school just now. my new dress broke, the strap ripped off",2
"Far too sick to sing.  I`ve got a post nasal drip and a sore throat, just sent my sorry I won`t be there email",2
Aaarrrgh! I sooo want to see  at MSG in August but dammit the decent seats are expensive. Booooooo recession!,2
What`s with the mass exodus from work at half three?  It makes me sad,2
" from your fevered imagination, my son",2
 hurts to be you! Sunshine all weekend and you don`t get to play. That`s sad.,2
"throat is reallyyyyy sore , i can barely talk",2
"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!",2
" oh dear. (I`m sorry, but i laughed  )",2
Strange day  I forget all what i can,2
" Oh, that sounds bed..poor girl",2
I went over the limit for actions per hour for twitter clients.  i hate that limit.,2
me knows what to be tested on all the exam subjects except for english. **** davis.,2
I hate my arrival in the employee parking lot!,2
() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,2
"Is feeling sick, probably a summer flu",2
 NAT!!! I`m going to miss you so badly,2
Done with geology!! But I`m really missing my favorite sisters! Especially because they can`t go to banquet tonight,2
 This was at Pitman`s down South. It just looks like business is bad all over,2
Oh no it`s storming... gotta get off the computer.,2
Stupid Twitter - now I`m faceless ...,2
 not a fan,2
is not running in the Annapolis half marathon this weekend because i failed to meet the registeration deadline & its completely filled,2
off work yesss ! super hungry,2
WAH. i`m gonna miss bowie people  ESP YOU ALYANNA BONDOC <3 and Cesar. D:< I dunno if I can survive without my SOSA!,2
tell chris to stop making fun of lizzie,2
"...wait, I lied.",2
real stressed,2
" aw, gutted",2
 OMG.  I`m so sorry! Anything I can do to help?,2
 whyd u feel awful after last night?,2
hut myself in the face with a hammer earlier by accident  obviously it hurts.,2
 I heard your moving to Sydney next year im not happy,2
Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how **** my work is,2
http://twitpic.com/677bi - IVA!!!! i already miss yoo my sweet  ****,2
I wanna see my mama but she hasn`t called me back yet  MAMA...MAMA!!!,2
Oh... I miss the Piano.,2
" 'ICANT LIVE, i cant live!!!' lmao. Oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death",2
 I`m sorry you won`t make it.,2
 a couple of YEARS? I may die without my Kateage.  *keeps fingers crossed for you tho*,2
 y does it hurt so much? i can`t even chew gum.  i`ve lost so much weight because i can`t even eat,2
First ever dropped call on my mobile. On a call to  no less! ( being charged for data even though I have a data pack  ),2
I am so sad...,2
just called Toyota. Car won`t be ready til 5.,2
 ouch  does picking your nose count?,2
Tummy bugs are lame! Got about an hours sleep if that.,2
watching my ard earn money dissapear.,2
toooo much outside killen my eyes,2
I miss you,2
I have a broken wrist,2
had my first day at work and im not excited about the lay out of the place and where everything is.. o well its a job,2
"I hate taking antibiotics, but i think i need to get me some. boooooo.",2
man.. it`s starting to rain real hard..,2
Google Chrome forgot what everything looks like for some reason,2
is almost over the legal limit of db at the garage.,2
watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,2
"wearing a pair of trousers that were loose last year, tight this year",2
" haha no chance, I tweet rubbish back!",2
i`m hungry but can`t eat anything right now because my tongue hurts so bad.,2
 she fell into deep crack in the glacier  so terrible,2
Bye bye edinburgh  i don`t want to leave,2
  it sucks no matter where you are! I`m gonna freakin be late for work!,2
 I feel like a piece of garbage!  See: http://bbltwt.com/nqgp3,2
 I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldn`t feed us,2
Fire call today missed it,2
" we have two small dogs, good to hear that Center Parcs wd take them. Cruising to New York on the Queen Mary 2, real treat",2
Got a right bad headache,2
" Ah sorry to hear that, just saw pic of chi. and looks cool  I got beagle and ori-pei",2
"My nose is runny, my head is pounding, and teeth hurt like a ****. MAN. @-) I feel awful.  =((",2
Born and raised in NYC and living in Texas for the past 10 years!  I still miss NY,2
Work is an evil ****. That doesn`t let me check my text messages,2
 everything.  *weeps*,2
really wants to go see the script in NY in august... but no one will go with me,2
Sittin through this boring **** conference call... Then i get to go home n nap *{missin  alot  }*,2
 I can`t  has blocked me.  I can`t even request,2
Not good news  Time for an incredibly hard decision.,2
 I know  I think I`m like dieing!,2
Watchin Hollyoaks...poor Justin!,2
: sorry forgot that,2
the classes with my students are over  gonna miss them...,2
"epic writing fail, ew. going to try and sleep",2
Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,2
" Oh man, Did Yogg today. Worse than last week.",2
"*sigh* my  USB died on my this afternoon. R.I.P, you will be missed! I hadn`t even had the chance to parade you around yet",2
oh no! :| no more celebrity ding dong for ages,2
"Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them",2
moving back home today. pro: obnoxiously closer to  con: no more mpls runs/excursions for at least a year.,2
 I may be telling myself that cos he never replies to me,2
Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .,2
 translation = complicated sh-t that someone is going to have to teach me,2
Starting to spoil my pug since her brother Max passed away on Tuesday. We miss him.,2
